English,Nyishi
She didn't like living in the city ,Mwn jilaho doonwmab nyinum 
She didn't like the horse at first ,Mwnv otuqho svpuram abymaanum 
She died when she was 54 years old ,Mwnv vnyi 54 yikho mwn siknum 
She doesn't like to sing sad songs ,Mwnv mwwdwqbo beminam benwmaanum 
She doesn't listen to music at all ,Mwnv rwxw-gongam tvnwloodama 
She doesn't seem to be an American ,Mwnv Amirika nyi hvb kaama 
She doesn't speak Japanese at home ,Mwnv namho Japan agum goomanum 
She drew back when she saw a snake ,Mwnv tvbam kaapatvl mwnv tobkurnum 
She extended her stay by five days ,Mwnv aal loong gob mwn doobidub mvnum 
She finally found her missing keys ,Kookwjaqso mwnv mwnwg niikbo heqkonanam kaapakunum 
She folded her handkerchief neatly ,Mwnv mwnwg tixaqnan vjam aniajaqb tiqknum 
She found her purse under the desk ,Mwn mwnwg twnk cukam bada niikum hoqgv kaapakunum 
She froze at the sight of the bear ,Sutumam kaapakalam mwnv tapamb nyiknum 
She gave birth to twins a week ago ,Kvn ak otuqho mwnv ko vnygo bwwpyaml bwwnum 
She gave me a smile of recognition ,Alub nyipa hvl ngam mwnv nyirspuyumnum 
She goes to the movies once a week ,Kvnam lwg mwnv filum kaatab wwdwn 
She got into the car and drove off ,Mwnv kaarob haal ho xarl wwknum 
She got to the hotel late at night ,Mwnv kanho hotelb haackunum 
She got up at seven in the morning ,Mwnv arkomcig kvnho gorobkunum 
She graduated from Kobe University ,Mwnv Kobe Yunibarsiti hoqgv poory rilinkunum 
She greeted me with  Good morning  ,"""Albo Ar"" hvl mwnv ngam paqnum "
She had a strange look on her face ,Kaakamanam ak mwnwg nyuqmho doonum 
She had never seen New York before ,Otuqho mwnv lwgkam Niyu Yorkam kaakamaanum 
She had the box carried downstairs ,Mwn gv udum ak akob joolsanamv doonum 
She had to take care of her sister ,Mwnv mwnwg bwrmam kaadub nyinum 
She has a piano lesson once a week ,Kvn akam mwnv piyano mvnyoql klas ak doodub nyinum 
"She has her faults, but I like her ",Mwnv mwnwg nyimurv doopan; hvbmabde ngo mwnwn kaabydo 
She has known him only a fortnight ,Mwnv mwnwn ai yubkindaho cengnum 
She has never had a bad experience ,Mwnv lwgkam almab nyikamaapan 
She has remained abroad ever since ,Kolgv mwnv nyoodo nyookho doopan 
She has the large house to herself ,Mwn atgab mwnv kooijaqnbo namv doognum 
She heard someone calling for help ,Nyi ak mwnwn svkatubwk hvl goqnam ak tapanum 
She identified him as the murderer ,Mwnv mwam nyi mengnbogo hvl kaalaqnum 
She is a fluent speaker of English ,Mwnv Inglis goolaq loodabo akvb nyipa 
She is able to speak ten languages ,Mwnv agum luuyigo goolaqdvn 
She is afraid of falling ill again ,Mwnv lwgta vctayi hvl bosnum 
She is always cheerful and smiling ,Mwnv lwxiam hempwl ho nyirspuyumnum 
She is beginning to play the piano ,Mwnv piyanongam soorubkunum 
She is busy preparing for the trip ,Nyoody boodub mwnv mvx-mvaql mood doomab nyil doonum 
She is going to learn how to drive ,Mwnv hogub gari xardwn ham cengrobtaikun 
She is like a hen with one chicken ,Mwnv poroq pacu akin go doonbo ham abydvn 
She is looked up to by her friends ,Mwnwn mwnwg ajin tuulungv kaal doogdvn 
She is not as pretty as her sister ,Mwn mwnwg bwrm hvb kaangama 
She is not my sister but my mother ,Mwn ngoqg atvma hvbmab ngoqg anv 
She is said to have been beautiful ,Mwn vigo kaangamdvn hvl bekynum 
She is too young to know the truth ,Mwn jvqtwngam cengdub vcjaqb anioxeqdo 
She is very popular among the boys ,Mwn nyegako pengkolo vigo yuudwn 
She is very sensitive to criticism ,Mwn haqnamam vigo taramdvn 
She is very thoughtful and patient ,Mwnv vigo mwwlaqdvn ho cwqdwn 
She is wearing a white dress today ,Soolo mwn puulubo vj ak koodo 
"She isn't my sister, she's my wife ","Mwn ngoqg atvma, mwn ngoqg nywxwngv "
She kept me waiting for 30 minutes ,Mwn ngam minit 30gob kaayamvnum 
She kissed her father on the cheek ,Mwn mwnwg abam coqpyaho moopubnum 
She knows everything about cooking ,Mwn dvs mwnam ho hog mwlwngam cengdwn 
She laid the magazine on the table ,Mwn megajinam badaho apnum 
She lay still with her eyes closed ,Mwn sijaxab vnyiqkv nyiqcitvl dooxedo 
She left her umbrella in the train ,Mwn terenho mwnwg obyongam opaqnum 
She liked throwing her money about ,Mwn mwnwg twnkam horpaqnwwnum 
She likes to go walking by herself ,Mwn mwnv atv wwl yvnwnum 
She lives in this house by herself ,Mwn soqg namso atv doosnum 
She looked sad because I was angry ,Mwn kaanamv mwwdwqnum hoggab ngo haaxaqnum 
She mixed him up with someone else ,Mwn mwam hog asaqgol liyo-liqconum 
She must have sensed something odd ,Mwn hog meeg almab mwwbade 
She parked her car in a vacant lot ,Mwn mwnwg kaaram arokuho xarpnum 
She patted her son on the shoulder ,Mwn mwnwg nyegakov gorbwngam nootunum 
She poured brandy into the glasses ,Mwn opongam vrsy uurab rwqlwqnum 
She put down her thoughts on paper ,Mwn mwnwg mwwnamam potaho xeqpnum 
She put her head out of the window ,Mwn mwnwg dumpongam pupumho paalinum 
She quit school for health reasons ,Mwn vckogab iskulam opaqkunum 
She ran as fast as she was able to ,Mwn hvdgo xarlanum hvdkalamgo xarnum 
She refused to accept his proposal ,Mwn mwwg nyem naadvb bekanumam haqpaqnum 
She refused to do what they wanted ,Hogv bulv nyimdub mwwnum ham mwn haqxianum 
She reminded him to go to the bank ,Mwn mwam benkub wwmdvb bepanum 
She resented being called a coward ,Mwnwn paca hvl begomgab haaxaq xaqrwqnum 
She sat surrounded by her children ,Mwn mwnwg ko tuulungv hwryumtvl doonum 
She seems to get fatter and fatter ,Mwn jiitya ho jiityaayi 
She seems to have known the secret ,Kaanamv mwn pvvsnumam cengdo 
She signed up for a Spanish course ,Ispenis ham poorydub mwn tip nwwrnum 
She spends a lot of money on books ,Mwn kitapgab twnk vigo hiqlwqnum 
She spends a lot of money on shoes ,Mwn luxuqgab twnk vigo hiqlwqnum 
She spread the butter on the bread ,Mwn wtwho bataram neelwqnum 
She studied English in the morning ,Mwn ar komcam Inglis poorynum 
She taught him everything she knew ,Mwn hoqgv cengnum mwlwham mwnwn tomswrnum 
She testified that she saw the man ,Mwn nyi ham kaapanum hvl pui baqnum 
She thanked him with all her heart ,Mwn mwnwn hvvjw-haara mwlwhoqgv paqyaco hvl paqnum 
She thinks that she's always right ,Mwnv lwxiam alub nyidnvbo hvl mwn mwwkydvn 
She took back the coat she lent me ,Mwnwg ngam nwrwqnam kuutam mwn nookurgvnkun 
She tried several times but failed ,Mwn vigo nyikanum hvbmabde nyiqtuq lengkmaanum 
She tried to jump up a second time ,Mwn lwnydub juqkanum 
She wakes him up every day at 6:30 ,Mwam mwn ar roxiam 6:30 ngam gorab mvdub muunum 
"She was a strong, fast runner then ","Mwn atorjaqnbo akv, hokv vcjaqb xarnbov "
She was fortunate to pass the exam ,Ekjamam paaskogab mwn aljaqpa 
She was too tired to go on working ,Boonam nyiil wwdub mwn vigo ngaapku 
She was unconscious of her mistake ,Mwn mwnwg nyimurko ho singaqkunum 
She was wearing a red bathing suit ,Mwn horsynan lwcwbo vj ak gvnum 
She wasn't able to open the bottle ,Mwn botolam mvkalamanum 
She went out without saying a word ,Mwn agum gomgkam beman lengknum 
She went shopping at a supermarket ,Mwn suupar marketho hog rvtab wwnum 
She went to the hospital yesterday ,Mooyo mwn hospitolwb wwnum 
She will get married to a rich man ,Mwn nyetjaqnbo nyi ak lvgab nyem wwtayi 
She will have to cook for everyone ,Mwn nyi mwlwgab dvs mvjdub nyitayi 
She will return home to her family ,Mwn mwnwg imiq nyi dook namub hookurdub nyitayi 
She worked from morning till night ,Mwn ar komc hoqgv oyum namgob boon nyinum 
She's a lot smarter than she looks ,Mwn mwnwn kaanam hamya alub nyilaqbogonyi 
She's a smart and independent girl ,Mwn nyilaqjaqnbo goonyi ho atv vpub swwnbo nyemko goony 
She's about the same height as you ,Mwn noq hvbkalam aobogo 
She's afraid of getting sick again ,Lwgta vctayi hvl mwn bosnum 
She's good at getting around rules ,Pvvbam doogwl mwn swwdub aldvn 
She's not as shy as she used to be ,Mwn hvnyinam hvb mwn hvnyikuma 
She's worked hard to save up money ,Mwn twnkam pvvkumdub hvl vclooda ator taqmub nyinbov 
Should I wait for her to come back?,Ngo mwnwg hookur namgob kaayakindwi?
Sick people tend to be pessimistic ,Vcbo nyiv haang pwnyodvn 
"Since I was cold, I put on my coat ","Ngo swkwrkogab, ngo ngoqg kuutam pilwqnum "
"Since it's very cold, we can skate ","Si vcjaqb swkwrdo, ngulv tapamho xarlakindo "
"Since you're here, you can help me ","No so doodo, no ngam svkalakindo "
"Sit back, relax and enjoy the ride ","Dookurto, doonuto ho xarl hemp hvnyirl sooto "
Sitting all day isn't good for you ,Aal loopwngam doonamv noqgab alkima 
Smith was arrested and put in jail ,Ismitwn leenum ho pvtwho tumlwqnum 
Smoke was coming out of Tom's room ,Tomwg cwrw hoqgv mwkv juulinum 
Smoking is strictly forbidden here ,So wm twwm mvma loodadvn 
"So Tom, you're a house-husband now?","Tomv, no sija nam hoqg atgob nyipaku i?"
Soccer is more popular than tennis ,Teenis hamya lvqlumv yuubin yaadwn 
Some people questioned his honesty ,Nyi tuugin mwv jvqtwjaqdnvi hvl toxnum 
Some people seem to agree with you ,Nyi tuugin noqg benamam loodwn hvb nyido 
Some things are better left unsaid ,Tuugin bemab opaqnamv alyaadwn 
Somebody must care for the patient ,Nyi tuugin vcboam kaayadub nyido 
Someone is in the kitchen with Tom ,Nyi ak Tomwg lvgab imiq v yvdo 
Someone said Tom is looking for us ,Ngulam Tom hwwgaqdo hvl nyi ak betomnum 
Something could've been overlooked ,Tuugin ham oxanamv aldo 
Something in the sky caught my eye ,Doony pool aotolo ngoqg vnyiqkv hog ak kaapanum 
Something is wrong with the brakes ,Breksi hog ak almab nyido 
Something may have happened to him ,Hog ak mwam nyikampade 
Something seemed a bit weird to me ,Ngam hog ak kacdo hvl kaapanum 
"Something's on your mind, isn't it?","No hog ak mwwldoodo, hvbma i?"
Sometimes you have to take chances ,Lwgwn no nyikadub nyido 
Soon your efforts will be rewarded ,Noqg atorb nyinamv nyibiab aky kaapatayi 
"Sorry, I seem to have confused you ","Opaqto, ngo nam vbwqmaapa "
Soseki was a contemporary of Ohgai ,Sooseki Ogaig svvtum akgo 
Spaghetti is one of my specialties ,Ispagvtisi ngoqg xinamjaq akv 
Stockholm is the capital of Sweden ,Istokhomv Suidin gv lvpwngv 
Stop acting like you understand me ,Nyikyo noqg hwkwngv ngam cengto 
Stop complaining about the weather ,Doony poolam supyo 
Stop complaining and start working ,Supnamam opaqtvl ho boonam nyirobtuku 
Stop joking  It's a serious matter ,Soonamam opaqto  Si soosma 
Stop trying to make me feel guilty ,Ngam nyimurpa hvl mwwdunumam opaqtuku 
Strange things tend to happen here ,So kaakamanamv nyikydvn 
"Strange to say, I didn't notice it ","Sam goodub nyima, sam ngo kaapajiyimaanyi "
Success usually requires hard work ,Nyiqtuq lengnamv ator taqm hoqgv haakydvn 
Such a thing can't happen in Japan ,Soq swk akv Japanho kaapamaadwn 
"Suddenly, he heard a strange sound ","Haqmapagol, mwv takamaanam ak tapanum "
Summer vacation begins next Monday ,Akwn Hvvi aal oloqkv dug doonunamv doorobtaikun 
Superman flies as fast as a rocket ,Suuparmenv roket akwg jvrnam hvbkalam jvrdwn 
Take the first street to the right ,Otuq yobu hoqgv lvqbwq dayab wwto 
Take the oranges out of the fridge ,Fridj hoqgv rvvtlo naalinto 
Teaching English is his profession ,Inglis tomswrnamv mwwg nyikynamv 
Tell Tom to give you some scissors ,Tomwn nam sabn nanlo meeg jitwk hvl beta 
Tell her that I am taking a shower ,Ngo horsydo hvl mwnwn betomta 
Tell her that I am waiting for her ,Ngo kaayade hvl mwnwn betomta 
Tell me everything Tom said to you ,Nam Tomwg benam mwlwngam ngam betomto 
Tell me how you solved the problem ,Vs-axaqkam hogub nyil no nyiknum ham ngam betomtub 
Tell us a little about your family ,Noqg imiq pagoqkam ngulam meeg betomtvb 
Termites are destroying the houses ,Topumv nam tuulungam mvpya gvdeku 
Thank you for asking this question ,Soqgsam tox jigumgab paqyaco 
Thank you for the wonderful dinner ,Mwwclamanam oyum dvs dvg jigumgab nam paqyaco 
Thank you in advance for your help ,Svkakogab otuqso nam paqyaco paqdwn 
Thanks for taking the time to help ,Mood naalin svkakogab paqyaco 
"Thanks to them, I got well at last ","Bulam paqyaco, ngo kookwjaqso alpaku "
That bicycle belongs to our school ,Oloq baisaikel v ngulug iskulgv 
That black bird is not a blackbird ,Oloq kayabo pvta v kayabo pvtama 
"That came in very handy, didn't it?","Hoqhv alaq jaq hoqgv haapan, hvbma i?"
That child caused a lot of trouble ,Oloq ko ak v vcjaqb vs-axaqdub nyipa 
That child put his playthings away ,Oloq ko v mwwg soon nanam horpaqpa 
That color doesn't look good on me ,Hoqg toj hv ngoqgab kaataqma 
That color is very becoming on you ,Hoqg toj hv noqgab alyi 
That computer doesn't work anymore ,Hoqg kompyutar hv alkuma 
That cost me a lot in the long run ,Haatadv moodgab hv ngam vigo hiqdub nyitayi 
That country has natural resources ,Hoqg nyook hv atv swwlinbov doodwn 
That disease is caused by bacteria ,Hoqg vc hv bekteriya hoqgv nyidwn 
That doesn't really make any sense ,Hoqhv jvqtwjaqb hog nyiqtuq kaapakeeram 
That guy stole my wallet! Stop him!,Hoqg hem hv ngoqg twnk cukam naag neeba! Mwam nootuto!
That hat cost around fifty dollars ,Hoqg boopya hoqg korv doolar camngv 
That is the house where I was born ,Hoq namho ngam koo bvvpan 
That island has a tropical climate ,Hoqg boqra nyook hv tropikel nyodo issib nyidwn 
That just doesn't make sense to me ,Hoqhv ngam hog kaapama 
That kind of thing isn't important ,Hoq hwkv hog xinam doomadvn 
That movie was a bit disappointing ,Hoqg filum hv meeg kaadub nyima 
That new song is called  Lollipop  ,"Nit bemin hoqg eminv ""Lolipop"" hvl "
That place is worth visiting twice ,Oloq nyook v lwgta wwl kaadub nyijpa 
That red sweater looks good on you ,Hoqg lwcwbo suitar hv noqgab kaataqdo 
That store supplies us with coffee ,Oloq noosu v ngulam koofi lvgab jido 
"That student runs fast, doesn't he?","Oloq honynam v nyibiajaqb xardo, mwv xarma i?"
That was exactly what she intended ,Hohvvpa mwnwg tuugabnam jaqkv 
That was the night I first met Tom ,Hoq ai hvvpa ngoqg Tomwn otuqjaqb kaapakuv 
That will save me a lot of trouble ,Hoqhv ngam ngoqg vijaqg vs-axaqkam ywwtayin 
That wind blew out our last candle ,Hoqg dooi hv ngulug atarjaq wmam yiqmebov 
That would be awfully sweet of you ,Hoqhv jvqtwjaqb noogab hengkajaqb alkimpa 
"That would make sense, wouldn't it?","Hoqhv tacindub nyijpa, hv hvbma i?"
That's Tom's answer for everything ,Hoqhv hoolu luuxygab Tomwg birwqnamv 
That's a student my father teaches ,Oloq honynam hvvpa ngoqg abwg tomswrnamv 
That's a very complicated question ,Hoqhv jvqtwjaqb vs-axaqjaq toxnumjago 
That's actually a really good idea ,Hoqhv jvqtwjaqb aljaqnbo mwwlinam akgo 
That's enough for today  I'm tired ,Soologab hv jotvpaku  Ngo ngaadku 
That's exactly what I want to hear ,Hoq hvvpa ngoqg tvnwjaqnam akv 
That's how he invented the machine ,Hoqhvbv nyil mwv misinam pwlinum 
That's just the tip of the iceberg ,Hoq hvvpa tapam puutug nyiqtuqkv 
That's never happened to us before ,Hoqhv lwgkam ngulam otuqho nyikamaamapan 
That's not how I want things to be ,Hoq hvbja nyimdub ngo mwwmatvn 
That's not the worst-case scenario ,Hoqhv aljaqmanam nyinam ak hvvma 
That's not what I meant  I'm sorry ,Hoq hvvmapa ngoqg mwwnamv  Ngam opaqtvb 
That's only the tip of the iceberg ,Hoq hvvtwqpa tapam puutu hoqg nyiqtuqkv 
That's something worth considering ,Hoqhv meeg loodub xinam akgo 
That's the best way of settling it ,Hoq hvvpa aljaqb bedminsnam lamtangv 
That's the house I used to live in ,Hoq nam hvvpa ngoqg dookv 
That's the man who lives next door ,Hoq nyi hvvpa ngoqg nam bwyirho doonbongv 
That's the way the cookie crumbles ,Hoq hvb nyil kukingv jiqdkun 
That's the woman whose son is sick ,Hoqg dvn hoqg nyegakovpa vcbov 
That's too good a story to be true ,Hv aljaqpa gon ak hv jvqtwpade 
That's what you said the last time ,Hvvpa no kenlwg benamv 
That's where the treasure's buried ,Hoq hoopa maj-talam liikv 
That's where they found Tom's body ,Hoq hvvpa bul Tomwg svvmangam kaapakov 
That's why I wanted to talk to you ,Hoqgab ngo nam goonwpan 
That's why you need to contact Tom ,Hoqgab no Tomwn toxdub nyipan 
That's worth three hundred dollars ,Hoqhv doolar lwumgo kor xinamgo 
The English lesson started at 8:30 ,8:30ngam Inlis cengsam nyirobtayin 
"The Greeks, too, eat a lot of fish ","Greekam, ngui vcjaqb dvdwn "
The Indians gave the settlers food ,Nyoogy giyaboam Indiya ngv dvs jinum 
The Japanese live on rice and fish ,Japan nyiv vcinamla ho nguiam dvl swwdwn 
The Netherlands is a small country ,Nidarlendv aniobo nyookv 
The North won the Battle of Shiloh ,Nyoodumv silo hoqg nyob panamam payanum 
The Queen's crown was made of gold ,Koory hoqg dumpinv hun hoqg pwnamv 
The Union soldiers fought fiercely ,Hookuml nyob panbo tuulungv hengcjaqdub panum 
The accused was sentenced to death ,Nyimurbo ak ham simdub goml jiknum 
The air in this room's very stuffy ,Soq cwrwso dooi albos suupama 
The airline has grounded its fleet ,Ura jaaj nyi tuulungv ura jaajam jaapoqmvpaku 
The animal was scared and confused ,Svdinv boskunum ho mwdar-saqparkumanum 
The animals in the forest died off ,Nyoro hoqg svdin tuulungv siyumkunum 
The announcer called for attention ,Goqtambov tagabto hvl benum 
The answer to both questions is no ,Vny vnyig toxnam hv ma hvl birwqnamgo 
The audience applauded the actress ,Ekteresam nyi kaanbo tuulungv cipupjinum 
The baby fell asleep in the cradle ,Kov kartaqnanho yubl doonum 
The baby is looking for its mother ,Kov mwwg anam kaagaq yvnum 
