English,Nagamese
 Independence Day serves as a reminder of the patriots who fought and endured hardships to secure our freedom.,Independence Day amikhan ke yaad dilai kun manu khan desh ke bachai bole bohut dukh paise. 
 It holds extraordinary significance in the lives of all Indian citizens.,Eitu toh India manu khan zindagi te bohut dangi kotha ase. 
"On this day, people also take a solemn vow to safeguard the nation’s freedom. ","Eitu din te, manu khan sapath bhi loi desh laga azadi bachai bole."
"Undoubtedly, Independence Day is one of the most pivotal days in the history of free India.","Koi xondeh nai, Independence Day toh amikhan laga azad India itihas te ekdom dorkari din ase."
" It is celebrated with great fervor in every town, and city, and even by Indians residing in foreign countries.","Iko toh sob town, city, aru bidesh te thaka Indian khan bhi dhun pora celebrate kore."
"NASA has discovered the eighth planet of a star system, similar to our solar system.","NASA para ekta nawa planet thuk kheji uliyaise, ekta star system te, etu amikhan laga solar system nisina ase."
"The star, Kepler-90  is over 2,500 light years away and larger and hotter than our sun.","Etu star, Kepler-90, 2,500 light years dhoor te ase aru etu amikhan laga suraj pora dangor aru garam bhi ase."
It is the first star known to have as many planets as our solar system.,Etu toh ek nambar star ase juntu laga etna planet ase amikhan laga solar system nisina.
The Kepler-90 star system is much more compact than our solar system.,Kepler-90 star system toh amikhan laga solar system pora bhi beshi compact ase. 
The outermost planet orbits the star at about the same distance as the earth orbits the sun.,Sobse bahar planet toh star ke etna dhoor pora ghume jetna dhoor pora earth para suraj ke ghume. 
its inner planets are small and rocky while the outer ones are larger and made up of gas.,Etu laga bhitri planet khan toh chutu aru pathuria ase jabole bahar planet khan dangar ase aru gas pora banaise. 
"The newly discovered planet, Kepler -90i, is the third celestial object in the star system.","Etu naya khoja planet, Kepler-90i, star system te teen nambar celestial chiz ase. "
"It is probably rocky and similar to our earth, but because of its closeness to its home star has an average surface temperature of about 400° C.","Etu toh hoile bi pathuria aru amikhan laga earth nisina hobo, kintu etu ghore laga star laga olop dhakai te thakise nimite etu laga surface laga temperature 400° C ase. "
 It moves around the star once every 14.4 days.,Etu para star ke pura ghumibo nimite 14.4 din lage. 
The discovery was made based on data provided by the Kepler space telescope.,Etu khojte Kepler space telescope diya dorkar khan laga data uporte vitti kori kena banaisile.
It appears to be well-preserved and in one piece.,"I toh bhal lagise, ekdom thik ase."
 Experts are now trying to examine the wreck and find out why the sub sank. They think it was probably an accident and not because of enemy fire.,"Etiya expert khan wreck toh sai ase aru submarine kenekoi dubise huli ase. Tai khan bhabe eto accident hoise, dushman or fire nahoi."
"The sub was on a mission to occupy German New Guinea, one of the German colonies in the Pacific.","  Submarine toh German New Guinea, juntu German colony ase Pacific te, tai jagah lo bolai mission te asile."
"In the past, there were 13 government - funded searches for the sub but, until now,  none of them proved successful.","agote, 13 bar government paisa di kene submarine hulisile, kintu kunutai saphul nuhole."
When the submarine was found navy officials held a commemorative service for the crew that the Australian navy had lost.,"  Jitia submarine paishe, navy officer khan ekta yadgar service korishe Australian navy or homai diya manu khan nimite."
 Families were contacted and told that the oldest naval mystery in Australian history had finally been solved.,  Family khan ke phone kori kene koise ki Australian history te purana naval mystery toh saphul hoigol.
"The World Health Organisation has added the term ""gaming disorder"" to its ","  World Health Organisation ""gaming disorder"" koile eku word International Classification of Diseases te palai diase. "
International Classification of Diseases. It refers to people who are addicted to video and other games and cannot stop.,Eto manu khan nimite ase juntu video aru dusra game khelikene nalagebole
It is the first update in the WHO's catalogue in almost three decades.,Etu WHO toh puraana catalogue te almost tin desak pichedei first update ase.
"According to the WHO, gaming becomes a disorder if you are unable to control how long you play and when to stop.","WHO hisaab te, gaming ekta disorder hoi jaboh jodi tumi control nakoribo pareh kitia khelibo aru kitia bandh koribo lageh."
"In order for a person to be regarded as having a gaming disorder, the behaviour must be going on for at least one year, either constantly or in phases.","Ekjon manu gaming disorder ase bolei mani bole nimite, etu behaviour ek saal toh jaroor dhori thakibo lageh, hamesha hoilebi ya phases te. "
"Gamers put their addiction above their family life, meeting with friends and going to school.","Gamer khan etu addiction ke family life, bandhu logote milibo aru school jabo upor te besi importance deh. "
On one side studies have shown that playing video games may help with problems like depression and dementia.,Ekta side te studies dekhai diseh ki video game khelile depression aru dementia nisina problems te help koreh. 
"However, gaming is highly addictive and many people play for a longer time than is healthy. ","Kilebi, gaming toh bohut nesha banaidiya ase aru dher manu healthy thaka time pora besi time khele. "
"As a result, people get fired for not going to work or miss school classes for a longer period of time.","Eitu nisina pora, manu khan kaam te najawa nimite ya school class miss kora nimite nokri pora ulai deh."
"Many continue with their addiction, even if they see and realize the negative consequences it leads to.","Dher manu etu addiction logote continue koreh, etu pora negative result ulalebi. "
"Tetris, one of the world's most popular games is thirty years old.","Tetris, dunia te bohut popular games khan majot te ekta ase aru etu tihs saal purana ase."
" A Soviet scientist, Alexey Pajitnov, invented it in 1984.","Ekjon Soviet scientist, Alexey Pajitnov, 1984 te etu invent korisile."
" A few years later, it made its way to the west where it was played on the legendary Commodore 64, the first Apple computers and the IBM-PC.","Kichu saal pichede, etu west te ahisile juntu te legendary Commodore 64, first Apple computers aru IBM-PC te khelisile. "
"Within a short time, it became popular around the world.","Thora time bhitorede, etu dunia bhari te popular hoisile."
 In 1989 it was released to the Gameboy console.,1989 te etu Gameboy console te release kurisile. 
"Tetris is the best-selling video game of all times, with 150 million copies sold since its first release.","Tetris sobse besi bika video game ase, etu first release huwa pora 150 million copies bikise."
Tetris is very easy to play.  ,Tetris khelibo nimite bohut asaan ase. 
  The aim is to stack differently coloured and shaped blocks that fall down into a pit.,Etu aim toh alag alag rong aru shape thaka blocks khan ekta pit te giraibo aru stack koribo lageh. 
"You can rotate them in every direction and you get points when you have created a complete row of blocks, which then disappears.","Tumi etu khan ke kunu direction te ghuraibo pareh aru tumi point pabo jitia tumi block khan pora ekta pura row banaibo, juntu toh disappear hoijabo."
The goal of the game is to make horizontal lines full of blocks without any gaps between them.,Etu game toh goal horizontal lines ke block khan pora pura koribo lageh kunu gap nathakibo lageh. 
